TRANS_ID,TRANS_TS,SERVICE_CODE,INIT_CHANNEL,SCHEME_CODE,SCA_APPLIED,NON_SCA_REASON,FRAUD_FLAG,FRAUD_ORIGIN,AMOUNT_EUR,CURRENCY,PAYER_COUNTRY,PAYEE_COUNTRY,POS_COUNTRY,MCC
30,2025-03-19 16:07:24,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,138.18,EUR,CY,ES,,
31,2025-01-09 21:58:21,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,56.19,EUR,PL,AT,LU,6011
32,2025-03-27 12:43:47,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,6.25,EUR,BE,LV,LV,6011
33,2025-03-28 06:32:30,CARD,ELECTRONIC,VISA,Y,NA,N,,72.21,EUR,DK,SE,SE,4814
34,2025-02-09 07:51:12,CREDIT_TRANSFER,PIS,SEPA_CT,Y,NA,N,,201.81,EUR,NL,DE,,
35,2025-02-01 04:41:44,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,552.93,EUR,DE,SE,,
36,2025-03-13 07:58:54,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,69.38,EUR,IT,FI,MT,4111
37,2025-01-21 23:55:30,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,50.84,EUR,EE,NL,SE,5541
38,2025-02-10 17:05:08,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,84.93,EUR,NL,IT,,
39,2025-02-23 12:57:49,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,14.05,EUR,CY,NO,NO,5541
40,2025-03-10 23:47:34,CARD,MOBILE,VISA,N,MOTO,N,,25.23,EUR,DK,LV,LV,5411
41,2025-01-17 19:34:01,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,22.16,EUR,SK,EE,SK,5541
42,2025-02-18 08:48:53,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,157.26,EUR,SI,NL,,
43,2025-03-25 01:48:01,CHEQUE,ELECTRONIC,,Y,NA,N,,270.53,EUR,IE,ES,,
44,2025-03-31 08:49:23,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,17.98,EUR,BE,LV,BE,6011
45,2025-01-10 18:44:53,CHEQUE,ELECTRONIC,,Y,NA,N,,189.49,EUR,CZ,IT,,
46,2025-01-06 11:34:27,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,118.53,EUR,HU,IE,IE,5541
47,2025-03-25 08:39:51,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,20.74,EUR,MT,CZ,CZ,4111
48,2025-02-11 05:31:13,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,37.49,EUR,GR,HU,HU,4814
49,2025-01-03 02:18:14,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,44.50,EUR,SK,CY,LV,4814
50,2025-01-25 10:07:47,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,68.14,EUR,MT,NO,,
51,2025-02-06 03:53:12,CARD,PIS,VISA,Y,NA,N,,86.00,EUR,LU,IT,LU,6011
52,2025-03-03 14:21:11,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,69.18,EUR,FR,NL,,
53,2025-03-14 09:05:15,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,6.65,EUR,IT,SI,IT,4814
54,2025-03-14 19:03:39,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,193.32,EUR,BG,DE,,
55,2025-02-22 14:44:38,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,567.71,EUR,LV,BE,,
56,2025-03-22 18:42:51,CARD,MOBILE,MASTERCARD,Y,NA,N,,84.02,EUR,AT,LU,AT,5812
57,2025-02-08 22:25:17,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,256.72,EUR,LT,SI,,
58,2025-01-30 21:53:55,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,35.61,EUR,CY,EE,EE,4112
59,2025-03-23 15:05:30,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,80.10,EUR,GR,LU,,
60,2025-02-21 17:02:29,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,115.14,EUR,ES,AT,,
61,2025-02-26 01:13:17,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,26.15,EUR,MT,DE,MT,5411
62,2025-01-15 14:07:41,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,18.27,EUR,NO,DE,DE,4121
63,2025-01-18 02:17:49,DIRECT_DEBIT,MOBILE,,Y,NA,N,,502.27,EUR,DK,BG,,
64,2025-02-27 17:30:22,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,45.49,EUR,FI,SI,FI,5999
65,2025-02-18 12:42:50,CARD,PAPER,PAYCO,Y,NA,N,,30.96,EUR,NO,LT,NL,4112
66,2025-01-19 13:55:41,CARD,PAPER,VISA,N,LVA,N,,160.15,EUR,NL,DE,PL,4121
67,2025-02-10 20:45:56,E_MONEY,MOBILE,EMONEY,Y,NA,N,,36.07,EUR,SE,GR,,
68,2025-01-12 13:06:48,CARD,ELECTRONIC,VISA,Y,NA,N,,30.99,EUR,CZ,CY,CZ,5411
69,2025-02-22 18:43:50,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,141.15,EUR,BE,FR,,
70,2025-02-02 14:16:42,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,80.30,EUR,DE,SE,,
71,2025-03-23 13:44:16,CREDIT_TRANSFER,MOBILE,SEPA_CT,N,RECUR,N,,288.88,EUR,EE,BG,,
72,2025-01-03 21:25:17,CARD,REMOTE_ELECTRONIC,MASTERCARD,N,RECUR,N,,65.39,EUR,DE,EE,FR,5541
73,2025-02-02 21:48:46,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,25.03,EUR,SE,MT,CZ,5411
74,2025-02-07 10:47:26,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,5.97,EUR,BE,ES,GR,4814
75,2025-02-13 03:29:04,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,62.02,EUR,NL,CZ,,
76,2025-03-28 23:43:16,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,529.16,EUR,CY,PT,,
77,2025-03-20 07:41:04,CARD,MOBILE,VISA,Y,NA,N,,18.21,EUR,CZ,RO,CZ,5732
78,2025-03-31 17:26:37,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,53.48,EUR,BG,PL,,
79,2025-02-17 06:28:28,DIRECT_DEBIT,PIS,,Y,NA,N,,29.92,EUR,IE,BG,,
80,2025-01-16 14:05:42,CARD,PAPER,VISA,Y,NA,N,,47.88,EUR,AT,LT,LT,5999
81,2025-03-18 00:17:54,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,18.20,EUR,NL,GB,IT,5411
82,2025-02-03 01:08:47,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,50.58,EUR,SI,SK,SK,4814
83,2025-03-26 16:19:29,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,175.23,EUR,CZ,NO,,
84,2025-01-11 10:38:09,DIRECT_DEBIT,MOBILE,,Y,NA,N,,129.19,EUR,ES,DE,,
85,2025-03-19 13:06:50,OTHER,REMOTE_ELECTRONIC,,Y,NA,N,,423.85,EUR,RO,DE,,
86,2025-02-22 10:52:29,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,23.07,EUR,SK,LU,,
87,2025-01-09 02:53:05,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,247.36,EUR,ES,LU,,
88,2025-01-16 13:22:55,CARD,REMOTE_ELECTRONIC,AMEX,Y,NA,N,,30.02,EUR,HU,NO,NO,4112
89,2025-01-14 11:54:35,CARD,ELECTRONIC,VISA,Y,NA,N,,61.88,EUR,GR,DE,SI,4112
90,2025-02-04 00:11:17,CREDIT_TRANSFER,MOBILE,SEPA_CT,Y,NA,N,,158.51,EUR,RO,CZ,,
91,2025-01-04 02:47:33,CARD,PAPER,VISA,Y,NA,N,,96.31,EUR,AT,PT,LU,4111
92,2025-03-21 01:43:05,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,248.66,EUR,PT,FI,,
93,2025-03-28 21:37:31,CARD,ELECTRONIC,VISA,Y,NA,N,,189.55,EUR,LT,MT,LT,5411
94,2025-02-25 05:08:24,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,1297.34,EUR,MT,CY,,
95,2025-01-15 12:01:20,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,74.72,EUR,BE,HU,BE,4121
96,2025-02-09 23:21:14,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,94.17,EUR,FI,CZ,LT,5999
97,2025-01-31 03:09:16,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,35.71,EUR,AT,FR,AT,5541
98,2025-03-24 20:39:20,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,108.23,EUR,GB,GB,GB,6011
99,2025-01-05 01:23:53,DIRECT_DEBIT,PAPER,SEPA_DD_CORE,Y,NA,N,,152.57,EUR,LU,DE,,
100,2025-01-06 14:58:51,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,124.06,EUR,CY,LT,,
101,2025-01-11 16:41:11,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,127.87,EUR,FR,IT,,
102,2025-02-13 21:38:03,DIRECT_DEBIT,MOBILE,SEPA_DD_B2B,Y,NA,N,,53.69,EUR,DK,LT,,
103,2025-02-12 02:37:42,CARD,MOBILE,MASTERCARD,Y,NA,N,,327.92,EUR,NL,DK,DK,5732
104,2025-01-17 21:44:53,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,155.74,EUR,BG,GB,,
105,2025-01-28 10:49:31,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,44.50,EUR,AT,IT,,
106,2025-03-09 01:42:21,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,66.50,EUR,SE,LV,BE,4112
107,2025-01-31 14:39:18,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,45.08,EUR,SE,PL,,
108,2025-02-18 16:33:26,CARD,ELECTRONIC,VISA,Y,NA,N,,126.66,EUR,BE,RO,BE,5541
109,2025-02-06 02:48:10,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,1059.90,EUR,PT,FI,,
110,2025-01-11 11:14:01,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,98.39,EUR,FI,DK,,
111,2025-01-18 22:30:28,CREDIT_TRANSFER,MOBILE,SEPA_CT,Y,NA,N,,1072.10,EUR,PL,DE,,
112,2025-02-06 07:19:07,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,45.78,EUR,FR,IT,FR,5541
113,2025-02-24 00:39:22,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,156.61,EUR,IE,EE,EE,5812
114,2025-03-02 01:40:24,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,163.36,EUR,GR,NL,GR,5812
115,2025-03-24 05:53:49,DIRECT_DEBIT,PAPER,,Y,NA,N,,82.23,EUR,HU,FI,,
116,2025-01-26 01:50:12,CARD,MOBILE,VISA,Y,NA,N,,10.14,EUR,FR,AT,NO,5541
117,2025-03-25 10:17:07,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,904.67,EUR,DK,IE,,
118,2025-03-08 08:51:05,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,145.90,EUR,BG,LU,,
119,2025-02-24 05:44:28,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,147.93,EUR,GR,FI,,
120,2025-03-27 20:25:23,CARD,REMOTE_ELECTRONIC,PAYCO,Y,NA,N,,73.12,EUR,LT,HU,NL,5541
121,2025-03-28 14:23:23,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,98.27,EUR,EE,CZ,,
122,2025-01-24 15:33:24,CREDIT_TRANSFER,PIS,SEPA_SCT_INST,Y,NA,N,,84.96,EUR,MT,DE,,
123,2025-01-18 02:28:11,CARD,OTHER,MASTERCARD,Y,NA,N,,75.79,EUR,RO,FI,FI,4111
124,2025-03-31 20:11:50,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,95.43,EUR,GR,SK,,
125,2025-02-09 12:45:46,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,57.06,EUR,LV,SK,LV,4111
126,2025-03-12 20:37:11,CARD,ELECTRONIC,AMEX,Y,NA,N,,22.62,EUR,SE,NO,SE,4814
127,2025-03-08 09:54:05,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,69.00,EUR,PT,ES,,
128,2025-03-16 04:10:42,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,66.33,EUR,PL,PL,PL,5411
129,2025-01-04 15:56:40,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,1576.72,EUR,MT,BE,,
130,2025-02-26 13:30:29,CREDIT_TRANSFER,PAPER,SEPA_SCT_INST,Y,NA,N,,192.98,EUR,AT,AT,,
131,2025-01-31 14:07:17,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,19.97,EUR,EE,IT,SK,4121
132,2025-03-05 16:29:31,CARD,ELECTRONIC,VISA,Y,NA,N,,45.11,EUR,LU,GR,LU,5999
133,2025-03-28 15:18:34,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,1566.47,EUR,DE,BG,,
134,2025-01-25 11:35:18,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,148.15,EUR,ES,PT,,
135,2025-02-13 17:23:48,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,200.02,EUR,NL,ES,,
136,2025-02-28 04:38:57,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,185.85,EUR,LT,DE,,
137,2025-03-07 17:31:45,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,70.39,EUR,CY,BE,CY,4121
138,2025-03-02 08:41:50,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,63.72,EUR,SE,EE,SE,4814
139,2025-01-05 18:44:07,CARD,ELECTRONIC,VISA,Y,NA,N,,40.26,EUR,AT,DE,AT,4121
140,2025-01-18 16:13:35,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,95.17,EUR,FI,GB,,
141,2025-03-29 20:51:44,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,73.37,EUR,PT,LV,,
142,2025-02-06 22:13:44,CREDIT_TRANSFER,PIS,SEPA_CT,Y,NA,N,,127.77,EUR,RO,GR,,
143,2025-02-14 04:18:02,CARD,MOBILE,AMEX,Y,NA,N,,19.53,EUR,LU,NO,NO,5541
144,2025-01-31 07:03:42,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,172.77,EUR,LT,IT,,
145,2025-01-21 13:41:59,CARD,ELECTRONIC,PAYCO,Y,NA,N,,49.79,EUR,LV,GR,GR,5411
146,2025-01-23 13:56:53,CARD,MOBILE,MASTERCARD,Y,NA,N,,44.98,EUR,BE,DK,DK,5732
147,2025-01-25 03:21:10,CASH_WITHDRAWAL,MOBILE,,Y,NA,N,,43.19,EUR,BG,FI,,
148,2025-01-23 19:54:40,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,141.74,EUR,SK,RO,SK,5732
149,2025-02-27 08:21:19,CASH_WITHDRAWAL,PAPER,,Y,NA,N,,184.30,EUR,CY,PL,,
150,2025-02-21 21:32:59,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,991.28,EUR,RO,CZ,,
151,2025-02-28 23:38:23,CREDIT_TRANSFER,PIS,SEPA_SCT_INST,Y,NA,N,,1223.07,EUR,SI,CY,,
152,2025-03-09 22:23:04,CARD,REMOTE_ELECTRONIC,AMEX,Y,NA,N,,19.56,EUR,CY,DE,AT,4814
153,2025-03-16 15:05:57,CARD,ELECTRONIC,VISA,Y,NA,N,,12.93,EUR,LT,FI,FI,4112
154,2025-01-01 23:13:37,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,13.49,EUR,ES,DE,ES,5541
155,2025-02-23 11:57:24,CARD,REMOTE_ELECTRONIC,VISA,N,OTH,N,,33.81,EUR,EE,BG,HU,4814
156,2025-02-08 14:43:46,MONEY_REMITTANCE,REMOTE_ELECTRONIC,,Y,NA,N,,100.53,EUR,MT,LU,,
157,2025-01-15 01:51:42,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,186.19,EUR,SI,LV,,
158,2025-01-07 07:47:02,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,40.30,EUR,SK,FI,SK,5732
159,2025-03-18 21:52:20,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,19.94,EUR,IE,BE,BE,6011
160,2025-03-28 13:35:31,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,63.07,EUR,FR,GB,DK,4111
161,2025-01-31 07:19:54,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,232.07,EUR,RO,DE,,
162,2025-02-12 20:05:59,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,26.11,EUR,EE,BG,EE,6011
163,2025-03-17 23:42:35,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,286.01,EUR,AT,GR,,
164,2025-03-12 10:49:18,CARD,ELECTRONIC,VISA,Y,NA,N,,31.57,EUR,SK,FI,GR,5541
165,2025-01-27 11:20:26,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,48.20,EUR,FR,EE,PT,4112
166,2025-02-01 15:35:41,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,1308.40,EUR,HU,AT,,
167,2025-01-18 23:34:31,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,322.51,EUR,BE,DK,,
168,2025-01-07 00:26:08,CARD,PAPER,VISA,Y,NA,N,,25.37,EUR,NO,LT,AT,5541
169,2025-03-04 00:00:34,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,40.40,EUR,MT,LU,LU,5411
170,2025-01-13 16:09:15,DIRECT_DEBIT,MOBILE,SEPA_DD_B2B,Y,NA,N,,80.67,EUR,AT,LV,,
171,2025-03-31 07:19:43,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,161.14,EUR,NO,BG,,
172,2025-01-02 22:10:05,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,193.39,EUR,LV,BG,,
173,2025-01-28 22:56:36,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,131.53,EUR,LV,NL,,
174,2025-01-03 06:37:09,CARD,ELECTRONIC,AMEX,Y,NA,N,,9.20,EUR,SE,RO,SE,4112
175,2025-03-30 23:05:32,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,89.04,EUR,BG,GB,,
176,2025-02-11 00:40:17,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,82.74,EUR,DK,GB,GB,5732
177,2025-01-10 02:17:09,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,210.98,EUR,SK,CY,,
178,2025-02-04 03:08:05,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,377.87,EUR,BE,LU,,
179,2025-02-22 12:49:05,CARD,MOBILE,PAYCO,Y,NA,N,,54.33,EUR,BG,SE,CY,5732
180,2025-01-22 13:17:26,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,94.10,EUR,LU,GR,,
181,2025-02-08 00:25:21,CARD,ELECTRONIC,VISA,Y,NA,N,,19.18,EUR,NO,LV,LV,4112
182,2025-02-20 10:18:47,CHEQUE,ELECTRONIC,,Y,NA,N,,953.78,EUR,RO,LT,,
183,2025-03-14 06:37:34,CREDIT_TRANSFER,REMOTE_ELECTRONIC,,Y,NA,N,,239.37,EUR,BE,MT,,
184,2025-02-22 21:31:08,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,343.04,EUR,CZ,BE,,
185,2025-02-21 17:32:59,CREDIT_TRANSFER,OTHER,SEPA_SCT_INST,Y,NA,N,,29.90,EUR,GB,CY,,
186,2025-02-01 21:42:22,CARD,REMOTE_ELECTRONIC,PAYCO,Y,NA,N,,104.31,EUR,BE,LT,HU,4121
187,2025-01-29 16:47:33,CARD,ELECTRONIC,VISA,Y,NA,N,,54.41,EUR,MT,EE,EE,4112
188,2025-01-11 03:53:46,OTHER,ELECTRONIC,,Y,NA,N,,276.86,EUR,NL,IE,,
189,2025-02-27 10:04:19,DIRECT_DEBIT,PAPER,SEPA_DD_B2B,Y,NA,N,,192.33,EUR,FR,HU,,
190,2025-01-23 17:10:21,CREDIT_TRANSFER,OTHER,SEPA_SCT_INST,Y,NA,N,,394.41,EUR,MT,LU,,
191,2025-01-26 14:37:27,CARD,ELECTRONIC,VISA,Y,NA,N,,21.15,EUR,SK,DE,SK,4112
192,2025-03-09 20:20:38,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,90.60,EUR,SK,LV,,
193,2025-03-20 18:05:43,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,232.91,EUR,NL,AT,,
194,2025-02-24 05:31:40,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,134.05,EUR,MT,CY,,
195,2025-01-07 11:00:31,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,467.88,EUR,NL,ES,,
196,2025-01-22 02:36:01,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,80.59,EUR,DK,CZ,,
197,2025-03-05 17:32:07,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,75.77,EUR,CY,DE,GR,5411
198,2025-03-25 07:19:55,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,557.50,EUR,FR,FI,,
199,2025-03-20 20:27:10,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,44.65,EUR,PL,DE,FR,4111
200,2025-03-15 08:54:32,CREDIT_TRANSFER,PIS,SEPA_SCT_INST,Y,NA,N,,255.33,EUR,HU,RO,,
201,2025-01-17 07:09:45,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,287.43,EUR,FI,RO,,
202,2025-03-23 02:25:32,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,945.78,EUR,BG,NL,,
